RID,Title,Organization
SMACNA 1884,"(2003) Fibrous Glass Duct Construction Standards, 7th Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1922,"(2004) Rectangular Industrial Duct Construction Standards, 2nd Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1966,"(2020) HVAC Duct Construction Standards Metal and Flexible, 4th Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1972 CD,(2012) HVAC Air Duct Leakage Test Manual - 2nd Edition,SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1981,"(2008) Seismic Restraint Manual Guidelines for Mechanical Systems, 3rd Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
ANSI/SPRI RD-1,(2019) Performance Standard for Retrofit Drains,SINGLE PLY ROOFING INDUSTRY (SPRI)
ANSI/SPRI/FM 4435/ES-1,(2017) Test Standard for Edge Systems Used with Low Slope Roofing Systems,SINGLE PLY ROOFING INDUSTRY (SPRI)
SPRI RP-4,(2013) Wind Design Standard for Ballasted Single-Ply Roofing Systems,SINGLE PLY ROOFING INDUSTRY (SPRI)
CS 23.00/AWS C2.23M/NACE #12,"(2003) Specification for the Application of Thermal Spray Coatings (Metallizing) of Aluminum, Zinc, and Their Alloys and Composites for the Corrosion Protection of Steel",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC 7/NACE No.4,(2007) Brush-Off Blast Cleaning,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC AB 1,(2015; E 2017) Mineral and Slag Abrasives,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC AB 2,(2015; E 2016) Cleanliness of Recycled Ferrous Metallic Abrasive,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC AB 3,(2023; R 2023) Ferrous Metallic Abrasive,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Glossary,(2011) SSPC Protective Coatings Glossary,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Guide 6,(2021) Guide for Containing Surface Preparation Debris Generated During Paint Removal Operations,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Guide 7,(2015) Guide to the Disposal of Lead-Contaminated Surface Preparation Debris,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Guide 12,(2023) Guide for Illumination of Industrial Painting Projects,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Guide 21,(2015) Guide to Evaluation of Slip and Fall Resistance of Flooring Surfaces,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC PA 1,"(2024) Shop, Field, and Maintenance Coating of Metals",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC PA 2,(2015; E 2018) Procedure for Determining Conformance to Dry Coating Thickness Requirements,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC PA Guide 5,(2023) Guide to Maintenance Coating of Steel Structures in Atmospheric Service,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC PA Guide 11,"(2020) Protecting Edges, Crevices, and Irregular Steel Surfaces by Stripe Coating",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC PS 9.01,(1982; E 2004) Cold-Applied Asphalt Mastic Painting System with Extra-Thick Film,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC PS 10.01,(1982; E 2004) Hot-Applied Coal Tar Enamel Painting System,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC PS 11.01,(1982; E 2004) Black (or Dark Red) Coal Tar Epoxy Polyamide Painting System,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC PS 12.01,(2002; E 2004) One Coat Zinc-Rich Painting System,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC PS 26.00,"(2000; E 2004) Aluminum Pigmented Epoxy Coating System Materials Specification, Performance-Based (Type I for use over Blast Cleaned Steel and Type II for use over Hand Cleaned Steel)",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 11,"(1992; E 2000) Paint Specification No. 11Red Iron Oxide, Zinc Chromate, Raw Linseed Oil and Alkyd Primer",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 15,(1999; E 2004) Steel Joist Shop Primer/Metal Building Primer,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 16,(2023) Coal Tar Epoxy-Polyamide Black (or Dark Red) Paint,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 20,"(2019) Zinc-Rich Primers (Type I, Inorganic, and Type II, Organic)",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 21,"(1982; E 2004) White or Colored Silicone Alkyd Paint (Type I, High Gloss and Type II, Medium Gloss)",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 25,"(1997; E 2004) Zinc Oxide, Alkyd, Linseed Oil Primer for Use Over Hand Cleaned Steel, Type I and Type II",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 28,(1991; E 2004) Water-Borne Epoxy Primer for Steel Surfaces,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 29,"(2002; E 2004) Zinc Dust Sacrificial Primer, Performance-Based",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 33,"(2023; R 2023; S 2023) Coal Tar Mastic, Cold-Applied",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 36,"(2006) Two-Component Weatherable Aliphatic Polyurethane Topcoat, Performance-Based",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 38,"(2006) Single-Component Moisture-Cure Weatherable Aliphatic Polyurethane Topcoat, Performance-Based",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 40,"(2019) Zinc-Rich Moisture-Cure Polyurethane Primer, Performance-Based",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Paint 41,"(2008) Moisture-Cured Polyurethane Primer or Intermediate Coat, Micaceous Iron Oxide Reinforced, Performance-Based",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC Painting Manual,"(2002) Good Painting Practice, Steel Structures Painting Manual, Volume 1",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC QP 1,(2019)  Standard Procedure for Evaluating the Qualifications of Industrial/Marine Painting Contractors (Field Application to Complex Industrial Steel Structures and Other Metal Components),SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC QP 2,(2019)  Standard Procedure for Evaluating the Qualifications of Industrial/Marine Painting Contractors (Removal of Hazardous Coatings from Structures),SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC QP 3,(2010) Standard Procedure for Evaluating Qualifications of Shop Painting Applicators,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC QP 5,(2022) Standard Procedure for Evaluating the Qualifications of Coating and Lining Inspection Companies,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC QP 8,"(2015) Standard Procedure for Evaluating the Qualifications of Contracting Firms that Install Polymer Coatings, Surfacings, Linings or FRP Composites on Concrete and Other Cementitious Substrates",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC QS 1,(2015) Standard Procedure for Evaluating a Contractor's Advanced Quality Management System,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 1,(2015) Solvent Cleaning,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 2,(2024) Hand Tool Cleaning,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 3,(2024) Power Tool Cleaning,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 5/NACE No. 1,(2007) White Metal Blast Cleaning,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 6/NACE No.3,(2007) Commercial Blast Cleaning,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 8,(1982; E 2004) Pickling,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 10/NACE No. 2,(2015) Near-White Blast Cleaning,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 11,(2020) Surface Preparation Standard No. 11 - Power Tool Cleaning to Bare Metal,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 12/NACE No.5,(2002) Surface Preparation and Cleaning of Metals by Waterjetting Prior to Recoating,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 16,"(2010) Brush-Off Blast Cleaning of Coated and Uncoated Galvanized Steel, Stainless Steels, and Non-Ferrous Metals",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP 17,(2019) Thorough Abrasive Blast Cleaning of Non-Ferrous Metals,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SP COM,(2016; E 2017) Surface Preparation Commentary for Steel and Concrete Substrates,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC SSPM,"(2010) SSPC Painting Manual, Volume 2, Systems and Specifications",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC VIS 1,(2002; E 2004) Guide and Reference Photographs for Steel Surfaces Prepared by Dry Abrasive Blast Cleaning,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC VIS 3,(2004) Guide and Reference Photographs for Steel Surfaces Prepared by Hand and Power Tool Cleaning,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC VIS 4/NACE VIS 7,(1998; E 2000; E 2004) Guide and Reference Photographs for Steel Surfaces Prepared by Waterjetting,SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC-SP WJ-1/NACE WJ-1,"(2012) Clean to Bare Substrate, Waterjet Cleaning of Metals",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC-SP WJ-2/NACE WJ-2,"(2012) Very Thorough Cleaning, Waterjet Cleaning of Metals",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC-SP WJ-3/NACE WJ-3,"(2012) Thorough Cleaning, Waterjet Cleaning of Metals",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC-SP WJ-4/NACE WJ-4,"(2012) Light Cleaning, Waterjet Cleaning of Metals",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SSPC-TU 2/NACE 6G197,"(1997) Design, Installation, and Maintenance of Coating Systems for Concrete Used in Secondary Containment",SOCIETY FOR PROTECTIVE COATINGS (SSPC)
SAE AMS 3216,(2023; Rev J) Fluorocarbon (FKM) Rubber High-Temperature - Fluid Resistant Low Compression Set 70 To 80,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AMS-C-22542,"(2012; Rev A; Stabilized (S) 2012) Cleaning Compound, High Pressure Cleaner, Liquid",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AMS-P-5315,"(2022, Rev B) Butadiene - Acrylonitrile (NBR) Rubber For Fuel-Resistant Seals 60 To 70",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AMS-QQ-A-200/8,"(1997; R 2012) Aluminum Alloy 6061, Bar, Rod, Shapes, Tube, and Wire, Extruded",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AMS-STD-595A,(2017) Colors used in Government Procurement,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AMS2460,"(2023; Rev B) Plating, Chromium",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AMS3275,"(2009; Rev C) Sheet, Acrylonitrile Butadiene (NBR) Rubber and Non-Asbestos Fiber Fuel and Oil Resistant",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AMS3611,"(2011; Rev E; Stabilized (S) 2011) Plastic Sheet, Polycarbonate General Purpose",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AMS5351,"(1987; Rev F; R 2006) Steel Castings, Sand, Corrosion and Moderate Hear Resistant, 13Cr, Normalized and Tempered",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AMS7276,"(2020; Rev J) Rings, Sealing Fluorocarbon (FKM) Rubber High-Temperature Fluid Resistant Low Compression Set 70 to 80",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE ARP892,"(1965; R 1994) DC Starter-Generator, Engine",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE ARP5374,(2001; R 2016) Method of Testing Pre-Conditioned Air Equipment,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS598,(2018; Rev A; R 2024) Aerospace Microscopic Sizing and Counting of Particulate Contamination for Fluid Power Systems,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS4841,"(2021; Rev D) Fittings, 37 Degree Flared, Fluid Connection",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS4842,"(2016; Rev A) Fittings and Bosses, Pipe Threaded, Fluid Connection",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS4842/1,"(2016; Rev A) Fittings, 37 Degree Flared to Pipe Threaded, Fluid Connection",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS4843,"(2016; Rev A) Fittings, Beaded, Fluid Connection",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS4843/1,"(2016; Rev A) Fittings, Beaded to 37 Degree Flared, Fluid Connection",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS4843/2,"(2016; Rev A) Fittings, Beaded to Pipe Threaded, Fluid Connection",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS4875,"(2016; Rev A) Fittings, Straight Threaded Boss, Fluid Connection",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS4875/1,"(2021; Rev B) Fittings, Straight Thread Boss or Flanged to 37 Degree Flared, Fluid Connection",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS4875/2,"(2016; Rev A) Fittings, Flanged to Beaded, Fluid Connection",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS5756,"(2021; Rev C) Cable, Power, Electrical, Portable",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS5756/6,"(2013; Rev A; Stabilized (S) 2013) Cable, 3-Phase Power, Electric, Portable, Multiconductor, 90 Degree C, 600V, Ozone Resistant, Split Phase",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS5877,(2016; Rev B) Detailed Specification for Aircraft Pressure Refueling Nozzle,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS7974,"(2010; Rev A) Cable Assemblies and Attachable Plugs, External Electrical Power, Aircraft",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS7974/5,"(2017; Rev A) Cable Assembly, External Electrical Power, Aircraft, Single-Jacketed 270 VDC, 90 KW",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE AS38386,"(1999; R2013) Duct Assembly, Ground, Conditioned Air, Insulated, Flexible",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J200,(2023) Classification System for Rubber Materials,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J429,(2014) Mechanical and Material Requirements for Externally Threaded Fasteners,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J513,(1999; R 2019) Refrigeration Tube Fittings - General Specifications,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J514,(2012) Hydraulic Tube Fittings,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J517,(2020) Hydraulic Hose,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J518-1,"(2013) Hydraulic Flanged Tube, Pipe, and Hose Connections, 4-Screw Flange Connection Part 1: 3.5 MPa to 35 MPa (Code 61)",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J534,(2021) Lubrication Fittings,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J537,(2016) Storage Batteries,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J995,(2017) Mechanical and Material Requirements for Steel Nuts,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J1273,(2019) Recommended Practices for Hydraulic Hose Assemblies,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J1405,(2012) Optional Test Procedures for Hydraulic Hose Assemblies,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J1508,(2023) Hose Clamp Specifications,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J1545,"(2005; R 2021) Instrumental Color Difference Measurement for Exterior Finishes, Textiles and Colored Trim",SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J1677,(2022) Tests and Procedures for Carbon Steel and High Strength Low Alloy Steel Tubing,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J1772,SAE Electric Vehicle and Plug in Hybrid Electric Vehicle Conductive Charge Coupler,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J1995,(2014) Engine Power Test Code - Spark Ignition and Compression Ignition - Gross Power Rating,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
SAE J3068,(2022) SAE Electric Vehicle Power Transfer System Using a Three-Phase Capable Coupler,SOCIETY OF AUTOMOTIVE ENGINEERS INTERNATIONAL (SAE)
ANSI/SCTE 77,(2013) Specification for Underground Enclosure Integrity,SOCIETY OF CABLE TELECOMMUNICATIONS ENGINEERS (SCTE)
SRCC CRIS,(ongoing online) Certification Ratings Information Service (CRIS),SOLAR RATING AND CERTIFICATION CORPORATION (SRCC)
SRCC OG-100,(2015) Solar Thermal Collector Certification Program,SOLAR RATING AND CERTIFICATION CORPORATION (SRCC)
SRCC OG-300,(2015) Solar Thermal System Certification Program,SOLAR RATING AND CERTIFICATION CORPORATION (SRCC)
SRCC STD 300,(2015) Solar Thermal System Standard,SOLAR RATING AND CERTIFICATION CORPORATION (SRCC)
SCAQMD Rule 1113,(2016) Architectural Coatings,SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT (SCAQMD)
SCAQMD Rule 1168,(2022) Adhesive and Sealant Applications,SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT (SCAQMD)
SCMA Spec,"(1986; Supple. No. 1, Aug 1993) Standard Specifications for Grades of Southern Cypress",SOUTHERN CYPRESS MANUFACTURERS ASSOCIATION (SCMA)
SPIB 1003,(2021) Standard Grading Rules for Southern Pine Lumber,SOUTHERN PINE INSPECTION BUREAU (SPIB)
SPFA AY-104,(1994; R 2008) Spray Polyurethane Foam Systems for New and Remedial Roofing,SPRAY POLYURETHANE FOAM ALLIANCE (SPFA)
SPFA TechDocs,"(2015) SPFA Technical Documents Library, four categories:  General, Insulation, Roofing, Specialty",SPRAY POLYURETHANE FOAM ALLIANCE (SPFA)
TB 117-2013,"(2013) Requirements, Test Procedure and Apparatus for Testing the Smolder Resistance of Materials Used in Upholstered Furniture",STATE OF CALIFORNIA BUREAU OF HOUSEHOLD GOODS AND SERVICES (BHGS)
TB 133,(1991) Flammability Test Procedure for Seating Furniture in Public Occupancies,STATE OF CALIFORNIA BUREAU OF HOUSEHOLD GOODS AND SERVICES (BHGS)
CTB 117-2000,"Requirements, Test Procedure and Apparatus for Testing the Flame Retardance of Resilient Filling Materials Used in Upholstered Furniture","STATE OF CALIFORNIA, DEPARTMENT OF CONSUMER AFFAIRS, BUREAU OF HOME FURNISHINGS AND THERMAL INSULATION (CTB)"
CTB 117-2013,"Requirements, Test Procedure and Apparatus for Smolder Resistance of Materials Used in Upholstered Furniture","STATE OF CALIFORNIA, DEPARTMENT OF CONSUMER AFFAIRS, BUREAU OF HOME FURNISHINGS AND THERMAL INSULATION (CTB)"
9 VAC 25-840,"Title 9, Agency 25, Chapter 840: Erosion And Sediment Control Regulations",STATE OF VIRGINIA ADMINISTRATIVE CODE (VAC)
9 VAC 25-850,"Title 9, Agency 25, Chapter 850: Erosion And Sediment Control And Stormwater Management Certification Regulations",STATE OF VIRGINIA ADMINISTRATIVE CODE (VAC)
9 VAC 25-870,"Title 9, Agency 25, Chapter 870: Virginia Stormwater Management Program (VSMP) Regulation",STATE OF VIRGINIA ADMINISTRATIVE CODE (VAC)
ANSI/SDI C,(2017) Standard for Composite Steel Floor Deck - Slabs,STEEL DECK INSTITUTE (SDI)
ANSI/SDI NC,(2017) Standard for Non-Composite Steel Floor Deck,STEEL DECK INSTITUTE (SDI)
ANSI/SDI QA/QC,(2017) Standard for Quality Control and Quality Assurance for Installation of Steel Deck,STEEL DECK INSTITUTE (SDI)
ANSI/SDI RD,(2017) Standard for Steel Roof Deck,STEEL DECK INSTITUTE (SDI)
SDI DDM04,(2015; Errata 1-3 2016; Add 1 2015; Add 2 20162006) Diaphragm Design Manual; 4th Edition,STEEL DECK INSTITUTE (SDI)
SDI DDP,(1987; R 2000) Deck Damage and Penetrations,STEEL DECK INSTITUTE (SDI)
SDI MOC3,(2016) Manual of Construction with Steel Deck (3rd Edition),STEEL DECK INSTITUTE (SDI)
SDI/DOOR 111,"(2009) Recommended Details for Standard Steel Doors, Frames, and Accessories and Related Components",STEEL DOOR INSTITUTE (SDI/DOOR)
SDI/DOOR 113,(2023) Standard Practice for Determining the Steady-State Thermal Transmittance of Steel Door and Frame Assemblies,STEEL DOOR INSTITUTE (SDI/DOOR)
SDI/DOOR A250.3,(2019) Test Procedure and Acceptance Criteria for Factory Applied Finish Coatings for Steel Doors and Frames,STEEL DOOR INSTITUTE (SDI/DOOR)
SDI/DOOR A250.4,"(2022) Test Procedure and Acceptance Criteria for Physical Endurance for Steel Doors, Frames and Frame Anchors",STEEL DOOR INSTITUTE (SDI/DOOR)
SDI/DOOR A250.6,(2020) Recommended Practice for Hardware Reinforcing on Standard Steel Doors and Frames,STEEL DOOR INSTITUTE (SDI/DOOR)
SDI/DOOR A250.8,(2023) Specifications for Standard Steel Doors and Frames,STEEL DOOR INSTITUTE (SDI/DOOR)
SDI/DOOR A250.11,(2022) Recommended Erection Instructions for Steel Frames,STEEL DOOR INSTITUTE (SDI/DOOR)
SJI COMPOSITE JOISTS,(2007; Supplement 1 2010) Standard Specifications for Composite Steel Joist Catalog,STEEL JOIST INSTITUTE (SJI)
SJI LOAD TABLES,(2020) Standard Specifications Load Tables and Weight Tables for Steel Joists and Joist Girders - 45th Edition,STEEL JOIST INSTITUTE (SJI)
SJI MANUAL,(2009) 80 Years of Open Web Steel Joist Construction,STEEL JOIST INSTITUTE (SJI)
STI 010-50-1000,(2011) Specification and Manual for External Corrosion Protection of Underground Steel Storage Tanks,STEEL TANK INSTITUTE (STI)
STI 020-50-1000,(2010) ACT-100 Specification for External Corrosion Protection of FRP Composite Steel USTs,STEEL TANK INSTITUTE (STI)
